Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
CAPELLA APPAREL,BT5586X,6.5,15,Long,Crew,Waist Top,Regular,,Casual,Single,"Plus, Caucasian",Size Chart,
CAPELLA APPAREL,BT5508,2.75,9.89,Sleeveless,One Shoulder,Crop Top,Slim,,Casual,Single,Latina/Black,Size Chart,
CAPELLA APPAREL,BT5505,2.75,9.89,Sleeveless,Halter,Waist Top,Slim,Backless,Casual,Single,Latina/Black,Size Chart,
CAPELLA APPAREL,BTP2961,6.5,11.59,Sleeveless,Cami,"Waist Top, Shorts",Regular,Drawstring,Casual,Single,Latina/Black,,6/5 outdoor pic
CAPELLA APPAREL,BT3143,5,10.59,Sleeveless,Spaghetti,Waist Top,Regular,"Shirred, Tier, Ruched",Casual,Single,Latina/Black,Size Chart,6/11 outdoor pic
CAPELLA APPAREL,BTP3153,6,,Sleeveless,Cami,"Crop Top, Shorts",Slim,Ruched,Casual,Single,Latina/Black,,
CAPELLA APPAREL,BTP3352,5.75,14,Sleeveless,Cami,"Waist Top, Shorts",Regular,,Casual,Single,Latina/Black,,6/5 outdoor pic
CAPELLA APPAREL,BTP3543,6,13.79,Sleeveless,Split,"Crop Top, Shorts",Regular,Button/Zipper,Lounge,Single,Latina/Black,,
CAPELLA APPAREL,BP3586,7.25,13.59,,,Full,Regular,Pocket,Casual,Single,Latina/Black,Size Chart,
CAPELLA APPAREL,BP5125,4.5,11.89,,,Full,Slim,,Casual,Single,Caucasian,Size Chart,
OUTLET,ST32131,5,10.59,Long,Round,Waist Top,Slim,Graphic,Casual,Single,Latina/Black,Size Chart,5/30 outdoor pic
CAPELLA APPAREL,BTP5351,14.5,18,Long,Scoop,"Crop Top, Long Top, Full",Regular,,Lounge,Single,"Caucasian, Latina/Black",,
CAPELLA APPAREL,AP81345,9.5,16,Sleeveless,Scoop,Full,Slim,Wide Leg,Activewear,Single,Caucasian,Size Chart,
CAPELLA APPAREL,AP81372,7.5,15,,,Full,Slim,Wide Leg,Activewear,Single,Caucasian,Size Chart,
CAPELLA APPAREL,AT31274,4,11,Sleeveless,Spaghetti,Crop Top,Slim,"Criss cross, Cut Out",Activewear,Single,Latina/Black,Size Chart,
CAPELLA APPAREL,AT41236,4.5,12.89,Sleeveless,Double Strap,Crop Top,Slim,Criss cross,Activewear,Single,Latina/Black,Size Chart,
CAPELLA APPAREL,AT61192,6.5,15,Short,Collar,,Slim,,Activewear,Single,Caucasian,,
CAPELLA APPAREL,BD3455X,7.5,10.59,Sleeveless,Split,Mini Dress,Slim,Slit,Casual,Single,"Plus, Latina/Black",Size Chart,
CAPELLA APPAREL,BP5566,3.5,12,,,Full,Slim,,Casual,Single,Latina/Black,Size Chart,
CAPELLA APPAREL,BP5566X,5,14,,,Full,Slim,,Casual,Single,"Plus, Latina/Black",Size Chart,
CAPELLA APPAREL,BD5457X,9.75,20,Short,V Neck,Maxi Dress,Loose,"Pocket, Slit",Lounge,Single,"Plus, Latina/Black",Size Chart,
CAPELLA APPAREL,BP2966,5.25,14,Sleeveless,Cami,Knee,Slim,,Casual,Single,Latina/Black,Size Chart,
CAPELLA APPAREL,BP2966X,6.5,15.5,Sleeveless,Cami,Knee,Slim,,Casual,Single,"Plus, Latina/Black",Size Chart,
CAPELLA APPAREL,BD5109X,7.5,15,Short,Split,Midi Dress,Slim,Slit,Casual,Single,"Plus, Latina/Black",Size Chart,
CAPELLA APPAREL,BTP5618,12,23,Sleeveless,Button,"Waist Top, Full",Regular,"Button/Zipper, Wide Leg, Pocket",Formal,Single,Asian,Size Chart,
CAPELLA APPAREL,BD5607,6.5,16,Short,Scoop,Mini Dress,Slim,Stripe,Casual,Single,Asian,Size Chart,
CAPELLA APPAREL,BTP5602,7,16,Short,Crew,"Crop Top, Shorts",Slim,Drawstring,Casual,Single,Asian,Size Chart,
CAPELLA APPAREL,BT5603,3,11,Sleeveless,Off Shoulder,Waist Top,Regular,Slit,Casual,Single,Asian,Size Chart,
CAPELLA APPAREL,BTP5606,9.5,18,Short,Round,"Crop Top, Full",Regular,Drawstring,Casual,Single,Asian,Size Chart,
CAPELLA APPAREL,BD5608,6,15,Sleeveless,Off Shoulder,Midi Dress,Slim,"Ruched, Slit",Casual,Single,Asian,Size Chart,
CAPELLA APPAREL,BTP5613,12,23,Sleeveless,Spaghetti,"Full, Crop Top",Regular,"Button/Zipper, Wide Leg, Pocket, Shirred",Formal,Single,Asian,Size Chart,
CAPELLA APPAREL,BTP5614,12,23,Sleeveless,Button,"Waist Top, Full",Regular,"Button/Zipper, Wide Leg, Pocket",Formal,Single,Asian,Size Chart,
